age,daily_activity_hours,sleep_hours,caffeine_intake,screen_time,exercise_hours,stress_score,burnout_general
25.0,5.03,6.23,7.0,8.69,0.51,3,Medium
33.0,7.48,7.33,0.0,9.17,0.99,0,Low
43.0,4.44,8.17,6.0,5.92,0.1,2,Low
37.0,8.0,5.41,5.0,10.56,1.06,4,Medium
36.0,5.3,4.54,4.0,7.45,0.2,3,Medium
23.0,7.5,6.17,3.0,11.1,1.59,3,Medium
42.0,11.91,5.07,6.0,16.79,0.11,7,High
34.0,10.26,6.15,2.0,11.28,0.02,4,Medium
22.0,4.92,6.87,1.0,7.65,1.89,2,Low
22.0,10.19,7.47,4.0,13.85,0.17,2,Low
24.0,4.77,8.1,6.0,8.06,1.48,1,Low
40.0,10.64,8.72,2.0,12.03,1.08,1,Low
29.0,13.12,7.29,1.0,14.68,1.9,3,Medium
38.0,8.61,6.38,2.0,12.77,0.78,3,Medium
44.0,4.41,5.59,6.0,6.33,0.01,4,Medium
23.0,12.8,5.8,0.0,16.08,0.04,6,High
38.0,4.67,5.67,2.0,7.38,1.13,2,Low
30.0,12.68,5.62,7.0,14.89,1.5,6,High
21.0,7.92,7.47,4.0,12.07,1.58,1,Low
30.0,9.43,5.01,0.0,13.01,0.46,4,Medium
44.0,13.57,8.85,0.0,16.06,1.48,3,Medium
39.0,12.99,6.14,3.0,14.9,1.65,5,Medium
35.0,8.7,6.83,4.0,11.76,1.67,3,Medium
38.0,10.96,7.51,4.0,15.23,0.82,1,Low
42.0,9.8,7.07,1.0,13.1,1.25,1,Low
43.0,10.93,5.56,2.0,15.81,1.1,3,Medium
30.0,12.29,7.99,5.0,13.35,1.19,4,Medium
33.0,4.34,4.55,2.0,9.33,0.56,2,Low
21.0,7.26,6.84,4.0,11.03,1.37,3,Medium
24.0,13.49,7.08,4.0,15.83,0.39,4,Medium
24.0,4.11,5.09,6.0,7.14,0.89,3,Medium
38.0,6.01,7.86,0.0,10.2,0.84,1,Low
40.0,13.94,5.14,2.0,17.98,1.5,5,Medium
31.0,8.93,8.45,6.0,11.27,1.33,2,Low
37.0,9.73,8.31,2.0,12.03,0.95,1,Low
23.0,5.66,5.81,4.0,9.31,1.31,2,Low
41.0,12.94,5.93,6.0,17.67,0.53,6,High
36.0,6.31,7.51,4.0,9.07,0.46,1,Low
29.0,5.9,4.45,1.0,8.31,0.48,3,Medium
39.0,6.28,4.4,2.0,10.86,0.06,4,Medium
25.0,13.2,4.68,3.0,16.93,1.38,5,Medium
44.0,11.03,6.81,7.0,13.58,1.97,6,High
33.0,11.69,4.75,4.0,12.92,0.62,5,Medium
30.0,7.77,5.39,3.0,11.66,1.86,3,Medium
30.0,13.09,7.23,0.0,15.5,1.21,3,Medium
42.0,11.51,4.9,7.0,14.96,0.02,7,High
41.0,13.71,8.65,3.0,16.0,1.45,3,Medium
37.0,7.66,7.32,5.0,10.01,1.39,2,Low
43.0,10.11,5.53,0.0,13.03,0.46,4,Medium
42.0,13.1,4.23,3.0,16.97,0.67,5,Medium
40.0,9.63,5.11,1.0,10.95,0.31,4,Medium
31.0,4.76,8.8,0.0,7.46,1.67,0,Low
24.0,10.53,7.43,6.0,11.75,0.34,3,Medium
42.0,9.27,8.87,3.0,13.06,0.96,1,Low
28.0,5.84,8.24,3.0,10.68,1.0,1,Low
44.0,12.82,6.42,7.0,16.46,0.94,6,High
28.0,7.43,7.35,7.0,9.53,0.58,1,Low
29.0,10.72,6.89,7.0,12.65,1.47,4,Medium
41.0,8.89,4.31,5.0,10.78,0.55,4,Medium
38.0,4.89,6.35,0.0,7.15,1.22,2,Low
20.0,7.87,4.65,5.0,9.26,1.69,3,Medium
26.0,4.94,7.57,3.0,9.52,1.67,0,Low
23.0,5.91,7.4,4.0,10.45,0.33,2,Low
20.0,4.07,8.96,3.0,7.53,1.31,0,Low
34.0,5.81,7.14,4.0,7.06,1.2,0,Low
27.0,7.3,8.0,1.0,11.52,0.56,1,Low
31.0,9.38,5.34,4.0,10.63,0.78,3,Medium
41.0,13.19,5.7,1.0,14.62,0.57,5,Medium
41.0,9.4,8.59,7.0,11.7,1.07,2,Low
37.0,11.06,7.78,0.0,13.79,1.61,3,Medium
34.0,7.58,7.28,6.0,10.0,1.76,1,Low
36.0,11.52,5.27,6.0,13.18,1.45,6,High
33.0,10.2,7.49,5.0,11.65,0.97,2,Low
33.0,8.6,8.43,5.0,13.04,1.92,2,Low
37.0,5.94,5.15,1.0,8.39,1.13,2,Low
39.0,7.04,7.53,1.0,8.91,0.96,0,Low
37.0,10.21,5.97,3.0,13.16,1.71,3,Medium
35.0,8.26,4.59,2.0,9.41,0.37,3,Medium
20.0,12.89,7.82,1.0,16.29,0.32,4,Medium
30.0,4.73,5.26,0.0,8.12,1.74,2,Low
34.0,9.89,7.91,7.0,13.35,0.15,3,Medium
31.0,12.86,7.71,5.0,17.1,1.53,4,Medium
27.0,7.65,5.27,4.0,9.57,0.85,2,Low
39.0,6.31,5.08,0.0,11.16,0.27,4,Medium
25.0,9.58,8.97,7.0,13.49,1.95,2,Low
22.0,11.87,7.69,4.0,16.77,1.76,3,Medium
43.0,12.67,5.96,5.0,17.38,0.81,6,High
32.0,5.05,4.65,1.0,8.49,1.79,2,Low
32.0,7.56,5.6,7.0,9.62,1.79,3,Medium
21.0,10.4,4.97,2.0,14.43,0.92,3,Medium
24.0,4.35,7.11,1.0,8.14,1.89,0,Low
36.0,10.91,5.78,6.0,14.27,1.95,4,Medium
25.0,9.28,5.48,5.0,13.07,0.43,5,Medium
21.0,6.89,7.79,3.0,10.34,0.13,2,Low
23.0,12.15,5.15,4.0,15.23,0.66,5,Medium
41.0,6.9,6.93,2.0,9.56,0.98,2,Low
30.0,13.91,4.97,4.0,15.09,0.19,6,High
27.0,12.16,7.57,3.0,16.62,0.28,4,Medium
31.0,11.08,7.13,3.0,15.54,1.94,3,Medium
27.0,4.61,7.99,3.0,7.99,1.47,0,Low
30.0,13.04,4.34,5.0,15.11,1.75,6,High
41.0,11.9,5.05,1.0,13.01,1.94,5,Medium
39.0,6.29,4.77,5.0,7.3,0.76,3,Medium
27.0,7.92,4.95,1.0,9.21,1.38,2,Low
27.0,6.69,4.52,2.0,9.13,0.37,3,Medium
36.0,13.84,6.81,3.0,15.59,1.1,5,Medium
39.0,12.54,6.97,6.0,14.6,0.42,7,High
42.0,11.89,6.09,0.0,16.73,0.2,6,High
35.0,8.56,6.66,6.0,10.39,1.16,4,Medium
33.0,6.05,8.96,0.0,8.91,1.9,0,Low
30.0,6.08,6.66,1.0,11.05,0.24,4,Medium
26.0,5.52,6.87,6.0,10.25,1.0,4,Medium
32.0,13.2,8.97,2.0,15.48,0.99,3,Medium
34.0,13.92,6.12,4.0,15.89,1.82,5,Medium
43.0,6.87,7.17,5.0,8.49,0.33,2,Low
35.0,10.97,6.4,7.0,13.81,0.05,5,Medium
40.0,9.97,7.6,3.0,12.33,0.77,1,Low
42.0,8.89,8.69,1.0,12.87,1.11,1,Low
28.0,7.71,8.09,7.0,11.66,0.34,3,Medium
38.0,11.05,5.4,5.0,14.42,0.38,7,High
39.0,11.54,7.99,4.0,15.09,0.89,3,Medium
24.0,6.42,6.14,2.0,10.11,1.91,3,Medium
29.0,5.69,4.6,4.0,7.39,1.23,2,Low
36.0,7.94,8.97,0.0,10.07,1.0,1,Low
34.0,11.67,6.13,5.0,13.65,0.72,6,High
42.0,13.39,6.71,5.0,16.69,1.04,6,High
44.0,8.27,8.04,4.0,9.57,1.47,0,Low
34.0,8.7,8.36,7.0,10.05,1.3,2,Low
40.0,6.95,6.63,3.0,9.3,1.58,2,Low
33.0,11.39,6.73,1.0,15.14,0.18,6,High
39.0,11.98,5.4,6.0,14.63,0.03,7,High
26.0,6.03,6.31,0.0,8.15,1.47,2,Low
40.0,7.05,8.73,2.0,10.51,0.52,1,Low
42.0,8.95,7.63,4.0,12.91,1.76,1,Low
31.0,5.87,4.06,5.0,7.89,1.07,3,Medium
36.0,13.29,4.58,2.0,15.49,0.96,5,Medium
29.0,5.21,8.24,0.0,10.07,1.48,1,Low
38.0,5.84,6.43,5.0,7.7,1.41,3,Medium
33.0,13.54,7.08,6.0,17.16,1.38,4,Medium
30.0,11.38,5.45,7.0,16.01,1.03,6,High
21.0,11.34,7.96,5.0,14.19,1.85,4,Medium
37.0,4.72,7.02,6.0,6.99,1.78,1,Low
26.0,12.95,7.47,5.0,16.62,0.66,4,Medium
31.0,8.44,5.87,5.0,9.57,1.61,3,Medium
21.0,10.6,6.15,7.0,13.04,1.78,4,Medium
37.0,5.0,8.74,6.0,6.9,1.11,1,Low
25.0,8.82,8.73,2.0,10.54,1.34,1,Low
43.0,4.5,8.09,4.0,8.45,0.33,1,Low
39.0,6.52,7.33,7.0,9.06,1.64,1,Low
34.0,13.11,5.17,2.0,14.31,1.15,5,Medium
24.0,7.98,7.8,3.0,11.86,0.25,2,Low
39.0,10.34,5.63,4.0,13.49,0.83,3,Medium
44.0,9.04,6.12,6.0,13.66,1.01,4,Medium
27.0,8.56,7.4,3.0,10.12,1.16,1,Low
27.0,4.76,4.55,6.0,6.44,0.47,4,Medium
27.0,4.13,4.53,6.0,6.5,1.6,3,Medium
31.0,10.09,7.42,0.0,13.06,1.86,1,Low
43.0,4.65,7.9,3.0,9.35,1.58,0,Low
27.0,4.04,4.91,1.0,8.53,1.67,2,Low
30.0,10.15,6.15,0.0,12.04,0.38,4,Medium
33.0,8.25,7.79,6.0,12.17,0.23,3,Medium
27.0,5.27,7.43,7.0,7.8,0.88,1,Low
43.0,6.96,4.55,1.0,11.68,0.36,4,Medium
29.0,9.7,8.85,1.0,11.56,0.52,1,Low
26.0,10.57,5.12,5.0,12.14,1.17,4,Medium
36.0,8.62,5.1,5.0,12.99,0.81,4,Medium
23.0,12.04,6.3,3.0,15.91,1.73,5,Medium
32.0,5.12,5.64,6.0,9.41,0.45,4,Medium
23.0,4.85,8.92,1.0,6.48,1.99,0,Low
24.0,4.44,4.38,6.0,8.98,0.72,3,Medium
41.0,9.36,5.53,0.0,13.07,1.03,3,Medium
23.0,11.06,5.91,2.0,14.67,0.26,6,High
37.0,5.31,6.47,5.0,8.64,1.16,3,Medium
25.0,10.39,4.08,4.0,14.45,1.92,3,Medium
43.0,8.77,4.41,4.0,11.43,1.5,3,Medium
43.0,13.87,5.29,0.0,15.4,0.49,6,High
42.0,11.17,6.77,5.0,14.33,0.89,6,High
21.0,9.7,7.43,7.0,11.31,0.2,3,Medium
30.0,13.8,5.99,1.0,17.59,0.76,5,Medium
24.0,8.55,6.3,0.0,10.23,0.58,3,Medium
25.0,8.62,5.5,6.0,13.18,0.3,5,Medium
29.0,8.28,7.15,1.0,9.92,1.8,0,Low
27.0,9.31,7.46,5.0,11.69,0.07,3,Medium
33.0,6.74,5.99,3.0,9.45,0.8,2,Low
43.0,13.27,4.14,2.0,16.17,1.46,5,Medium
22.0,8.9,4.47,4.0,11.35,0.62,3,Medium
31.0,12.42,8.23,0.0,17.07,0.89,3,Medium
36.0,7.37,4.92,1.0,9.8,1.52,2,Low
20.0,10.25,5.14,1.0,13.26,1.93,3,Medium
42.0,8.98,5.37,3.0,10.11,1.39,3,Medium
29.0,7.67,4.19,7.0,12.38,0.54,4,Medium
44.0,12.82,4.89,1.0,14.71,0.57,5,Medium
42.0,5.13,7.25,1.0,8.92,1.64,0,Low
29.0,8.87,6.49,6.0,12.98,0.86,4,Medium
40.0,5.94,7.99,7.0,10.25,0.74,2,Low
43.0,12.61,4.31,4.0,14.27,1.89,5,Medium
28.0,10.33,8.98,0.0,11.66,1.05,1,Low
41.0,5.66,4.08,0.0,9.88,1.55,2,Low
32.0,8.05,8.84,1.0,11.0,1.47,1,Low
44.0,12.99,5.18,5.0,14.62,0.74,6,High
35.0,5.66,7.46,2.0,9.53,1.07,0,Low
37.0,10.63,5.46,0.0,12.95,0.01,4,Medium
38.0,6.05,6.61,1.0,7.51,1.07,2,Low
31.0,8.16,6.55,5.0,11.0,1.18,4,Medium
27.0,9.41,5.81,5.0,11.35,1.75,4,Medium
36.0,9.77,7.59,4.0,14.57,0.42,2,Low
34.0,10.03,7.0,5.0,12.48,1.65,2,Low
29.0,10.4,6.54,3.0,13.69,1.44,3,Medium
34.0,6.72,8.91,4.0,11.51,1.33,1,Low
34.0,8.01,8.7,4.0,10.58,0.79,1,Low
42.0,4.37,8.78,3.0,6.8,0.73,0,Low
26.0,11.69,8.41,6.0,13.34,1.41,4,Medium
32.0,12.37,5.28,6.0,17.12,1.98,6,High
36.0,5.99,5.75,4.0,10.19,0.81,3,Medium
28.0,6.01,5.16,0.0,7.89,1.84,2,Low
27.0,4.42,8.93,4.0,6.75,1.17,0,Low
39.0,13.7,4.76,3.0,18.36,1.74,5,Medium
40.0,12.07,5.83,1.0,15.22,0.43,6,High
32.0,8.82,5.12,1.0,12.41,1.67,3,Medium
35.0,6.92,5.24,1.0,10.97,1.66,3,Medium
28.0,9.97,7.2,6.0,14.73,1.57,2,Low
31.0,11.17,4.38,3.0,15.38,0.61,5,Medium
25.0,12.74,8.1,0.0,17.02,0.6,3,Medium
38.0,9.17,7.83,3.0,10.36,0.69,1,Low
44.0,10.22,8.57,1.0,14.76,0.57,1,Low
22.0,8.62,7.85,3.0,9.73,1.39,0,Low
35.0,13.36,4.03,2.0,17.54,1.3,5,Medium
35.0,8.03,7.69,4.0,10.69,1.38,1,Low
42.0,10.51,6.48,0.0,12.93,0.58,3,Medium
26.0,9.27,4.23,1.0,11.05,0.4,4,Medium
23.0,7.74,6.9,7.0,8.94,1.49,3,Medium
44.0,13.9,7.83,5.0,17.88,0.73,4,Medium
32.0,6.78,7.34,7.0,11.56,0.4,3,Medium
32.0,12.64,5.77,1.0,14.83,1.23,5,Medium
36.0,4.03,6.87,5.0,8.21,0.42,4,Medium
24.0,9.9,5.52,0.0,13.05,0.77,3,Medium
38.0,13.86,7.77,4.0,14.98,0.35,4,Medium
32.0,8.64,5.73,0.0,12.26,0.23,4,Medium
44.0,9.97,6.17,0.0,14.74,0.06,4,Medium
33.0,5.6,7.46,6.0,6.64,0.83,1,Low
41.0,6.89,8.06,7.0,8.97,0.56,1,Low
23.0,10.15,7.42,1.0,13.96,0.58,1,Low
27.0,11.84,8.77,3.0,13.6,0.39,4,Medium
44.0,6.69,7.87,4.0,7.97,0.92,0,Low
32.0,10.54,4.58,0.0,11.57,1.97,3,Medium
25.0,6.91,6.79,2.0,8.77,0.06,3,Medium
25.0,9.87,6.05,6.0,11.16,1.39,4,Medium
40.0,5.22,4.22,3.0,7.98,1.81,2,Low
22.0,9.49,6.05,3.0,12.41,1.82,3,Medium
22.0,4.12,5.59,1.0,5.69,0.77,2,Low
32.0,9.01,4.71,0.0,11.87,0.44,4,Medium
21.0,4.73,7.36,5.0,6.69,1.93,1,Low
35.0,13.39,5.81,7.0,15.87,0.56,6,High
41.0,8.59,6.9,1.0,10.06,1.96,3,Medium
27.0,5.07,6.94,3.0,6.87,0.53,2,Low
42.0,13.5,6.65,3.0,17.52,1.58,5,Medium
27.0,5.09,4.58,2.0,7.99,0.1,3,Medium
44.0,8.61,5.09,2.0,11.53,1.1,3,Medium
25.0,13.38,8.0,3.0,16.96,0.71,3,Medium
33.0,6.33,6.51,2.0,7.51,0.85,2,Low
22.0,4.35,7.53,2.0,5.67,0.95,0,Low
29.0,11.93,6.85,2.0,14.24,1.01,5,Medium
22.0,9.96,4.19,3.0,12.63,1.31,3,Medium
31.0,9.14,7.98,0.0,11.86,1.39,1,Low
36.0,4.34,4.32,0.0,8.05,1.95,2,Low
24.0,10.53,8.72,6.0,11.53,1.53,2,Low
39.0,5.72,5.08,4.0,10.56,1.38,3,Medium
44.0,13.31,6.56,2.0,15.01,0.78,5,Medium
28.0,10.86,4.32,0.0,12.85,0.24,4,Medium
40.0,11.07,8.47,4.0,15.69,0.12,4,Medium
39.0,6.33,8.9,1.0,7.35,0.96,0,Low
26.0,12.81,4.73,2.0,17.78,1.34,5,Medium
41.0,9.38,5.48,0.0,10.52,1.3,3,Medium
23.0,12.57,4.08,0.0,14.05,1.91,5,Medium
32.0,6.71,7.93,5.0,8.67,0.76,1,Low
32.0,11.55,5.56,0.0,14.3,1.26,5,Medium
29.0,9.75,6.94,5.0,12.82,1.78,4,Medium
37.0,4.48,4.2,4.0,5.9,0.81,2,Low
36.0,8.05,7.58,5.0,9.34,0.96,1,Low
39.0,5.84,6.65,1.0,6.97,1.85,2,Low
39.0,7.59,7.62,7.0,9.62,1.1,1,Low
32.0,7.83,7.95,6.0,12.52,1.6,2,Low
36.0,8.75,4.45,7.0,11.31,1.87,4,Medium
41.0,10.0,6.89,2.0,14.06,1.14,3,Medium
20.0,4.39,6.58,6.0,5.65,1.64,3,Medium
20.0,11.51,4.91,3.0,14.73,1.64,5,Medium
34.0,13.49,7.98,2.0,17.78,0.23,4,Medium
32.0,7.49,8.99,3.0,12.08,1.1,1,Low
36.0,5.8,8.85,6.0,8.98,0.97,1,Low
43.0,9.4,7.89,4.0,11.58,1.69,1,Low
37.0,10.79,5.69,2.0,14.46,0.85,3,Medium
42.0,5.46,6.08,0.0,9.84,1.03,2,Low
33.0,12.37,4.78,6.0,15.79,1.91,6,High
27.0,8.26,5.27,1.0,12.7,1.92,3,Medium
27.0,6.21,8.46,4.0,9.48,0.16,1,Low
32.0,8.17,8.74,7.0,10.35,0.02,3,Medium
26.0,10.18,4.97,7.0,13.19,0.84,4,Medium
36.0,13.63,4.71,2.0,17.06,0.94,5,Medium
44.0,5.53,6.54,1.0,8.66,0.13,3,Medium
35.0,13.86,7.22,2.0,17.88,0.39,4,Medium
21.0,8.54,8.76,2.0,12.05,1.02,1,Low
36.0,7.49,4.38,0.0,8.56,0.26,3,Medium
26.0,12.84,8.26,2.0,17.05,1.6,3,Medium
32.0,10.67,6.07,7.0,13.59,1.72,4,Medium
33.0,12.96,7.41,3.0,15.82,0.84,3,Medium
37.0,8.48,7.38,7.0,12.07,0.16,3,Medium
32.0,10.57,6.53,3.0,13.02,0.46,4,Medium
30.0,11.45,5.39,0.0,15.42,1.53,5,Medium
40.0,8.54,7.13,3.0,10.56,0.73,1,Low
40.0,4.83,8.81,6.0,8.71,1.21,1,Low
35.0,11.71,8.17,0.0,13.48,1.89,3,Medium
42.0,4.48,4.54,4.0,8.37,1.45,2,Low
36.0,11.18,4.12,0.0,13.35,0.91,5,Medium
27.0,13.11,6.49,7.0,15.22,0.73,6,High
38.0,7.47,7.88,1.0,11.72,0.38,2,Low
34.0,6.33,7.51,3.0,10.1,0.22,2,Low
28.0,9.62,8.66,5.0,14.32,0.12,3,Medium
39.0,13.43,6.29,7.0,15.05,0.21,7,High
29.0,9.12,5.22,2.0,11.2,0.49,4,Medium
31.0,5.13,8.59,1.0,7.31,1.25,0,Low
40.0,10.28,6.36,6.0,12.5,1.72,4,Medium
42.0,11.33,6.04,2.0,13.64,1.99,5,Medium
39.0,7.93,5.77,0.0,11.72,1.46,3,Medium
44.0,7.25,7.37,5.0,9.39,0.56,1,Low
39.0,11.89,6.17,3.0,15.17,0.26,6,High
28.0,7.41,5.62,6.0,9.18,0.23,4,Medium
34.0,12.79,5.01,6.0,14.02,1.81,6,High
20.0,9.48,5.01,4.0,14.29,1.37,3,Medium
31.0,6.85,7.48,0.0,9.12,1.6,0,Low
22.0,13.35,8.33,0.0,17.75,1.02,3,Medium
30.0,10.91,5.21,1.0,14.03,0.95,3,Medium
21.0,6.21,4.96,2.0,8.12,1.87,2,Low
35.0,10.15,7.35,3.0,11.92,1.44,1,Low
28.0,12.7,7.1,6.0,16.48,0.92,4,Medium
34.0,10.96,6.24,7.0,15.82,0.67,4,Medium
31.0,6.45,4.48,7.0,8.18,0.19,4,Medium
20.0,10.49,4.46,3.0,11.95,1.64,3,Medium
32.0,10.19,7.89,6.0,12.74,0.34,3,Medium
33.0,12.21,6.26,4.0,14.79,1.03,5,Medium
44.0,5.78,8.29,1.0,10.01,1.27,1,Low
27.0,4.27,7.09,0.0,5.52,0.17,1,Low
27.0,10.96,8.67,1.0,15.64,0.02,2,Low
31.0,13.6,4.82,3.0,16.09,1.41,5,Medium
20.0,5.74,6.72,5.0,9.41,0.91,3,Medium
30.0,7.11,4.29,2.0,10.78,0.36,4,Medium
27.0,9.83,5.79,4.0,11.06,1.96,3,Medium
29.0,11.32,4.74,0.0,12.33,1.58,5,Medium
38.0,7.44,4.94,0.0,8.79,1.16,2,Low
26.0,12.99,7.05,2.0,17.17,0.31,4,Medium
30.0,11.27,8.46,7.0,12.8,1.92,4,Medium
36.0,11.11,6.22,3.0,14.57,1.99,5,Medium
20.0,7.82,6.99,3.0,11.27,1.3,3,Medium
40.0,13.11,4.16,1.0,14.11,1.34,5,Medium
40.0,6.77,6.35,7.0,9.49,1.41,3,Medium
27.0,6.05,6.82,5.0,9.9,1.33,3,Medium
42.0,7.64,4.08,6.0,9.39,0.88,3,Medium
43.0,10.5,7.95,1.0,14.9,1.08,1,Low
25.0,12.62,5.48,3.0,16.26,0.57,5,Medium
41.0,5.32,6.26,0.0,6.35,0.89,2,Low
25.0,12.13,8.96,3.0,13.21,0.58,3,Medium
24.0,9.87,4.5,7.0,14.42,1.57,4,Medium
32.0,11.61,6.78,7.0,13.94,0.82,6,High
38.0,5.82,6.65,2.0,9.61,1.1,2,Low
41.0,5.7,4.34,4.0,9.85,0.31,3,Medium
27.0,12.63,7.17,0.0,14.76,0.95,3,Medium
28.0,8.98,5.43,4.0,11.41,1.52,3,Medium
36.0,6.46,4.52,3.0,9.5,0.89,2,Low
22.0,10.89,4.89,1.0,14.22,1.12,3,Medium
38.0,12.92,8.12,3.0,15.09,1.4,3,Medium
30.0,10.32,4.52,4.0,15.29,0.78,3,Medium
43.0,7.47,6.33,2.0,11.42,0.71,3,Medium
36.0,8.83,4.98,5.0,10.93,0.17,5,Medium
40.0,11.52,4.81,5.0,15.08,1.16,6,High
38.0,4.68,5.03,3.0,7.42,1.41,2,Low
21.0,6.17,6.46,6.0,10.61,1.16,4,Medium
38.0,10.04,4.48,4.0,11.79,0.52,3,Medium
26.0,7.39,8.01,3.0,8.57,0.32,1,Low
25.0,4.41,4.78,4.0,6.85,0.85,2,Low
43.0,6.79,4.34,0.0,9.76,1.38,2,Low
21.0,9.56,5.7,6.0,11.49,0.15,5,Medium
24.0,6.52,5.73,7.0,9.56,1.72,3,Medium
38.0,8.01,8.03,6.0,10.56,0.31,3,Medium
39.0,5.39,4.87,0.0,8.52,1.81,2,Low
23.0,5.15,4.55,5.0,7.43,1.92,3,Medium
41.0,7.0,6.58,4.0,10.28,1.81,3,Medium
36.0,13.95,6.79,7.0,15.28,1.57,6,High
30.0,7.26,4.45,1.0,9.76,0.18,3,Medium
32.0,7.92,5.31,0.0,10.67,1.83,3,Medium
39.0,8.39,4.93,1.0,10.98,0.46,4,Medium
36.0,11.97,5.58,4.0,15.49,0.7,5,Medium
28.0,4.94,4.19,6.0,8.46,0.1,4,Medium
23.0,5.82,7.26,3.0,8.47,1.26,0,Low
42.0,13.74,8.94,4.0,15.47,1.13,3,Medium
33.0,9.06,7.17,7.0,12.39,1.92,2,Low
38.0,4.44,5.81,5.0,9.31,1.78,3,Medium
22.0,4.47,7.34,7.0,6.21,1.01,1,Low
27.0,12.73,8.23,7.0,14.79,0.83,4,Medium
43.0,8.58,7.11,1.0,11.23,0.26,2,Low
20.0,5.63,7.17,6.0,7.85,1.74,1,Low
29.0,12.3,5.11,2.0,16.64,1.1,5,Medium
37.0,7.25,6.08,2.0,10.22,0.85,3,Medium
35.0,8.19,5.72,4.0,10.17,0.14,4,Medium
27.0,10.82,4.06,4.0,15.62,1.33,3,Medium
20.0,7.53,5.57,1.0,9.03,0.8,2,Low
31.0,10.29,6.43,2.0,11.78,0.51,3,Medium
27.0,12.85,7.0,7.0,14.83,1.75,4,Medium
43.0,11.97,8.67,2.0,13.28,0.37,4,Medium
35.0,7.82,5.2,4.0,11.83,1.03,3,Medium
23.0,6.86,8.35,2.0,10.78,1.7,1,Low
25.0,7.49,8.71,4.0,11.54,1.64,1,Low
31.0,8.94,6.44,0.0,10.89,1.79,3,Medium
28.0,8.17,4.58,7.0,11.24,0.28,5,Medium
34.0,5.33,6.43,2.0,8.41,1.88,2,Low
35.0,5.63,4.55,3.0,10.12,0.02,4,Medium
43.0,7.43,8.42,6.0,8.53,0.51,1,Low
31.0,9.62,7.54,1.0,11.89,0.17,2,Low
43.0,9.93,5.21,6.0,14.46,1.89,4,Medium
42.0,8.86,8.43,7.0,10.81,0.85,2,Low
33.0,11.39,7.19,7.0,12.94,0.63,4,Medium
32.0,11.37,8.77,4.0,14.67,0.33,4,Medium
44.0,8.28,8.9,2.0,10.5,0.31,2,Low
21.0,5.24,4.02,2.0,8.11,1.23,2,Low
22.0,9.3,4.6,5.0,13.58,0.09,5,Medium
43.0,7.81,6.73,4.0,10.89,1.19,3,Medium
41.0,5.38,8.78,3.0,8.44,1.55,0,Low
29.0,13.82,8.97,2.0,15.93,1.2,3,Medium
28.0,7.7,6.84,0.0,11.87,1.65,3,Medium
39.0,10.26,4.87,1.0,14.22,0.53,3,Medium
27.0,8.9,4.82,4.0,10.84,0.15,4,Medium
29.0,5.43,7.82,2.0,7.71,1.44,0,Low
22.0,10.26,6.74,5.0,12.69,1.0,4,Medium
43.0,6.47,6.33,5.0,9.08,1.64,3,Medium
24.0,6.44,7.63,1.0,8.9,0.92,0,Low
35.0,8.62,5.51,4.0,10.98,0.95,3,Medium
36.0,4.29,5.1,4.0,8.5,0.43,3,Medium
34.0,7.4,7.35,4.0,10.36,0.94,1,Low
22.0,9.84,8.57,3.0,12.67,0.3,2,Low
31.0,7.29,5.74,0.0,8.92,0.37,3,Medium
28.0,4.27,5.36,5.0,5.98,1.77,3,Medium
40.0,8.44,5.13,4.0,9.61,0.23,3,Medium
31.0,5.06,5.27,3.0,6.12,0.45,3,Medium
34.0,10.19,4.67,7.0,13.14,1.99,4,Medium
21.0,10.2,6.98,4.0,12.84,1.15,3,Medium
42.0,4.38,5.4,7.0,6.48,1.17,3,Medium
37.0,6.91,7.07,7.0,11.87,1.69,2,Low
31.0,9.5,4.58,7.0,13.66,0.44,5,Medium
42.0,6.96,6.68,3.0,8.8,0.84,2,Low
23.0,6.88,6.56,0.0,8.87,1.51,2,Low
42.0,13.83,5.36,1.0,17.1,1.74,5,Medium
35.0,4.42,8.14,5.0,5.44,0.55,1,Low
42.0,13.89,4.94,7.0,14.96,0.52,6,High
20.0,6.88,6.78,6.0,8.77,1.19,3,Medium
41.0,8.94,8.34,4.0,12.05,0.56,1,Low
44.0,5.43,6.09,0.0,9.17,1.79,2,Low
21.0,5.35,5.99,5.0,7.6,1.96,3,Medium
22.0,6.56,6.9,2.0,8.52,1.36,2,Low
40.0,13.74,5.58,4.0,18.03,1.94,5,Medium
44.0,7.8,7.55,6.0,9.45,0.58,1,Low
39.0,9.66,5.24,2.0,13.37,1.63,3,Medium
36.0,11.04,8.12,7.0,15.77,1.36,4,Medium
39.0,11.42,5.36,3.0,13.35,0.53,5,Medium
41.0,10.88,8.96,6.0,12.23,0.64,2,Low
40.0,7.37,5.58,5.0,12.29,0.98,4,Medium
20.0,5.12,8.39,0.0,7.2,1.58,0,Low
39.0,6.82,5.99,0.0,8.92,1.74,2,Low
25.0,6.1,5.23,5.0,9.04,1.27,3,Medium
34.0,5.36,5.13,7.0,7.28,1.44,3,Medium
33.0,4.24,8.25,7.0,9.21,0.53,1,Low
39.0,13.36,5.54,1.0,14.53,1.48,5,Medium
34.0,13.21,5.69,1.0,16.02,1.21,5,Medium
33.0,4.5,4.98,7.0,7.69,0.45,4,Medium
44.0,5.73,8.81,2.0,8.6,1.9,0,Low
43.0,6.81,5.24,2.0,11.76,1.59,3,Medium
